,GAS_FLOW_DAY,GEO_LOCATION,CWV,SITE_REFERENCE,MARKET_SECTOR_IDENTIFIER,ANNUAL_USAGE,ENERGY_VALUE
0,01/04/2019,SC,5.65,SC01,D,4980,0.0
1,01/04/2019,SC,5.65,SC02,D,5987,27.77
2,01/04/2019,SC,5.65,SC03,D,8189,0.0
3,01/04/2019,SC,5.65,SC04,D,8441,95.29
4,01/04/2019,SC,5.65,SC05,D,14938,45.44
5,01/04/2019,SC,5.65,SC06,D,16358,85.83
6,01/04/2019,SC,5.65,SC07,D,21451,65.0
7,01/04/2019,SC,5.65,SC08,D,25386,105.07
8,01/04/2019,SC,5.65,SC09,D,35211,159.03
9,01/04/2019,SC,5.65,SC10,D,39712,113.59
10,01/04/2019,SC,5.65,SC11,D,49039,155.88
11,01/04/2019,SC,5.65,SC12,D,58838,259.69
12,01/04/2019,SC,5.65,SC13,D,67899,235.08
13,01/04/2019,SC,5.65,SC14,I,6120194,20144.0
14,01/04/2019,SC,5.65,SC15,I,6647321,20661.0
15,01/04/2019,SC,5.65,SC16,I,6668969,24348.0
16,01/04/2019,SC,5.65,SC17,I,6694014,33407.0
17,01/04/2019,SC,5.65,SC18,I,6962008,26542.0
18,01/04/2019,SC,5.65,SC19,I,7326897,22302.0
19,01/04/2019,SC,5.65,SC20,I,7880241,31966.0
20,01/04/2019,SC,5.65,SC21,I,8006855,33668.0
21,01/04/2019,SC,5.65,SC22,I,9887246,40507.0
22,01/04/2019,SC,5.65,SC23,I,10836488,30763.0
23,01/04/2019,SC,5.65,SC24,I,11552783,43833.0
24,01/04/2019,SC,5.65,SC25,I,13737924,42272.0
25,02/04/2019,SC,5.14,SC01,D,4980,0.0
26,02/04/2019,SC,5.14,SC02,D,5987,27.31
27,02/04/2019,SC,5.14,SC03,D,8189,0.0
28,02/04/2019,SC,5.14,SC04,D,8441,28.88
29,02/04/2019,SC,5.14,SC05,D,14938,47.72
30,02/04/2019,SC,5.14,SC06,D,16358,66.55
31,02/04/2019,SC,5.14,SC07,D,21451,80.37
32,02/04/2019,SC,5.14,SC08,D,25386,98.89
33,02/04/2019,SC,5.14,SC09,D,35211,49.29
34,02/04/2019,SC,5.14,SC10,D,39712,121.18
35,02/04/2019,SC,5.14,SC11,D,49039,177.06
36,02/04/2019,SC,5.14,SC12,D,58838,208.45
37,02/04/2019,SC,5.14,SC13,D,67899,240.47
38,02/04/2019,SC,5.14,SC14,I,6120194,22208.0
39,02/04/2019,SC,5.14,SC15,I,6647321,20512.0
40,02/04/2019,SC,5.14,SC16,I,6668969,22891.0
41,02/04/2019,SC,5.14,SC17,I,6694014,29066.0
42,02/04/2019,SC,5.14,SC18,I,6962008,29971.0
43,02/04/2019,SC,5.14,SC19,I,7326897,32748.0
44,02/04/2019,SC,5.14,SC20,I,7880241,32724.0
45,02/04/2019,SC,5.14,SC21,I,8006855,36140.0
46,02/04/2019,SC,5.14,SC22,I,9887246,40408.0
47,02/04/2019,SC,5.14,SC23,I,10836488,30729.0
48,02/04/2019,SC,5.14,SC24,I,11552783,40547.0
49,02/04/2019,SC,5.14,SC25,I,13737924,41442.0
50,03/04/2019,SC,4.21,SC01,D,4980,0.0
51,03/04/2019,SC,4.21,SC02,D,5987,31.71
52,03/04/2019,SC,4.21,SC03,D,8189,0.0
53,03/04/2019,SC,4.21,SC04,D,8441,34.53
54,03/04/2019,SC,4.21,SC05,D,14938,60.9
55,03/04/2019,SC,4.21,SC06,D,16358,47.09
56,03/04/2019,SC,4.21,SC07,D,21451,96.06
57,03/04/2019,SC,4.21,SC08,D,25386,95.12
58,03/04/2019,SC,4.21,SC09,D,35211,49.29
59,03/04/2019,SC,4.21,SC10,D,39712,167.01
60,03/04/2019,SC,4.21,SC11,D,49039,209.71
61,03/04/2019,SC,4.21,SC12,D,58838,269.35
62,03/04/2019,SC,4.21,SC13,D,67899,283.17
63,03/04/2019,SC,4.21,SC14,I,6120194,21125.0
64,03/04/2019,SC,4.21,SC15,I,6647321,21188.0
65,03/04/2019,SC,4.21,SC16,I,6668969,31460.0
66,03/04/2019,SC,4.21,SC17,I,6694014,32717.0
67,03/04/2019,SC,4.21,SC18,I,6962008,28839.0
68,03/04/2019,SC,4.21,SC19,I,7326897,28895.0
69,03/04/2019,SC,4.21,SC20,I,7880241,32356.0
70,03/04/2019,SC,4.21,SC21,I,8006855,36801.0
71,03/04/2019,SC,4.21,SC22,I,9887246,43333.0
72,03/04/2019,SC,4.21,SC23,I,10836488,29900.0
73,03/04/2019,SC,4.21,SC24,I,11552783,41741.0
74,03/04/2019,SC,4.21,SC25,I,13737924,51266.0
75,04/04/2019,SC,4.56,SC01,D,4980,0.0
76,04/04/2019,SC,4.56,SC02,D,5987,19.73
77,04/04/2019,SC,4.56,SC03,D,8189,0.0
78,04/04/2019,SC,4.56,SC04,D,8441,19.1
79,04/04/2019,SC,4.56,SC05,D,14938,44.15
80,04/04/2019,SC,4.56,SC06,D,16358,24.11
81,04/04/2019,SC,4.56,SC07,D,21451,90.18
82,04/04/2019,SC,4.56,SC08,D,25386,87.36
83,04/04/2019,SC,4.56,SC09,D,35211,128.07
84,04/04/2019,SC,4.56,SC10,D,39712,127.44
85,04/04/2019,SC,4.56,SC11,D,49039,193.2
86,04/04/2019,SC,4.56,SC12,D,58838,263.96
87,04/04/2019,SC,4.56,SC13,D,67899,246.74
88,04/04/2019,SC,4.56,SC14,I,6120194,22800.0
89,04/04/2019,SC,4.56,SC15,I,6647321,22239.0
90,04/04/2019,SC,4.56,SC16,I,6668969,23329.0
91,04/04/2019,SC,4.56,SC17,I,6694014,31433.0
92,04/04/2019,SC,4.56,SC18,I,6962008,30083.0
93,04/04/2019,SC,4.56,SC19,I,7326897,41168.0
94,04/04/2019,SC,4.56,SC20,I,7880241,32242.0
95,04/04/2019,SC,4.56,SC21,I,8006855,35918.0
96,04/04/2019,SC,4.56,SC22,I,9887246,41709.0
97,04/04/2019,SC,4.56,SC23,I,10836488,29241.0
98,04/04/2019,SC,4.56,SC24,I,11552783,45021.0
99,04/04/2019,SC,4.56,SC25,I,13737924,52665.0
100,05/04/2019,SC,6.37,SC01,D,4980,10.93
101,05/04/2019,SC,6.37,SC02,D,5987,23.42
102,05/04/2019,SC,6.37,SC03,D,8189,0.0
103,05/04/2019,SC,6.37,SC04,D,8441,51.22
104,05/04/2019,SC,6.37,SC05,D,14938,43.41
105,05/04/2019,SC,6.37,SC06,D,16358,65.9
106,05/04/2019,SC,6.37,SC07,D,21451,84.95
107,05/04/2019,SC,6.37,SC08,D,25386,97.44
108,05/04/2019,SC,6.37,SC09,D,35211,140.54
109,05/04/2019,SC,6.37,SC10,D,39712,159.28
110,05/04/2019,SC,6.37,SC11,D,49039,164.28
111,05/04/2019,SC,6.37,SC12,D,58838,207.69
112,05/04/2019,SC,6.37,SC13,D,67899,242.99
113,05/04/2019,SC,6.37,SC14,I,6120194,13903.0
114,05/04/2019,SC,6.37,SC15,I,6647321,20664.0
115,05/04/2019,SC,6.37,SC16,I,6668969,19357.0
116,05/04/2019,SC,6.37,SC17,I,6694014,23571.0
117,05/04/2019,SC,6.37,SC18,I,6962008,23620.0
118,05/04/2019,SC,6.37,SC19,I,7326897,15722.0
119,05/04/2019,SC,6.37,SC20,I,7880241,29624.0
120,05/04/2019,SC,6.37,SC21,I,8006855,20650.0
121,05/04/2019,SC,6.37,SC22,I,9887246,36537.0
122,05/04/2019,SC,6.37,SC23,I,10836488,28128.0
123,05/04/2019,SC,6.37,SC24,I,11552783,32089.0
124,05/04/2019,SC,6.37,SC25,I,13737924,36954.0
125,06/04/2019,SC,6.03,SC01,D,4980,0.0
126,06/04/2019,SC,6.03,SC02,D,5987,22.86
127,06/04/2019,SC,6.03,SC03,D,8189,0.0
128,06/04/2019,SC,6.03,SC04,D,8441,45.4
129,06/04/2019,SC,6.03,SC05,D,14938,50.1
130,06/04/2019,SC,6.03,SC06,D,16358,67.95
131,06/04/2019,SC,6.03,SC07,D,21451,85.8
132,06/04/2019,SC,6.03,SC08,D,25386,78.91
133,06/04/2019,SC,6.03,SC09,D,35211,185.68
134,06/04/2019,SC,6.03,SC10,D,39712,112.1
135,06/04/2019,SC,6.03,SC11,D,49039,170.34
136,06/04/2019,SC,6.03,SC12,D,58838,135.9
137,06/04/2019,SC,6.03,SC13,D,67899,236.41
138,06/04/2019,SC,6.03,SC14,I,6120194,8212.0
139,06/04/2019,SC,6.03,SC15,I,6647321,20919.0
140,06/04/2019,SC,6.03,SC16,I,6668969,20012.0
141,06/04/2019,SC,6.03,SC17,I,6694014,16900.0
142,06/04/2019,SC,6.03,SC18,I,6962008,8772.0
143,06/04/2019,SC,6.03,SC19,I,7326897,10105.0
144,06/04/2019,SC,6.03,SC20,I,7880241,25690.0
145,06/04/2019,SC,6.03,SC21,I,8006855,2031.0
146,06/04/2019,SC,6.03,SC22,I,9887246,37063.0
147,06/04/2019,SC,6.03,SC23,I,10836488,28782.0
148,06/04/2019,SC,6.03,SC24,I,11552783,41599.0
149,06/04/2019,SC,6.03,SC25,I,13737924,27557.0
150,07/04/2019,SC,5.89,SC01,D,4980,0.0
151,07/04/2019,SC,5.89,SC02,D,5987,21.55
152,07/04/2019,SC,5.89,SC03,D,8189,0.0
153,07/04/2019,SC,5.89,SC04,D,8441,30.3
154,07/04/2019,SC,5.89,SC05,D,14938,43.41
155,07/04/2019,SC,5.89,SC06,D,16358,32.17
156,07/04/2019,SC,5.89,SC07,D,21451,61.84
157,07/04/2019,SC,5.89,SC08,D,25386,98.38
158,07/04/2019,SC,5.89,SC09,D,35211,84.95
159,07/04/2019,SC,5.89,SC10,D,39712,100.25
160,07/04/2019,SC,5.89,SC11,D,49039,169.9
161,07/04/2019,SC,5.89,SC12,D,58838,137.73
162,07/04/2019,SC,5.89,SC13,D,67899,268.28
163,07/04/2019,SC,5.89,SC14,I,6120194,9053.0
164,07/04/2019,SC,5.89,SC15,I,6647321,20337.0
165,07/04/2019,SC,5.89,SC16,I,6668969,22148.0
166,07/04/2019,SC,5.89,SC17,I,6694014,20812.0
167,07/04/2019,SC,5.89,SC18,I,6962008,14251.0
168,07/04/2019,SC,5.89,SC19,I,7326897,13202.0
169,07/04/2019,SC,5.89,SC20,I,7880241,26051.0
170,07/04/2019,SC,5.89,SC21,I,8006855,819.0
171,07/04/2019,SC,5.89,SC22,I,9887246,39770.0
172,07/04/2019,SC,5.89,SC23,I,10836488,27945.0
173,07/04/2019,SC,5.89,SC24,I,11552783,38495.0
174,07/04/2019,SC,5.89,SC25,I,13737924,28403.0
175,08/04/2019,SC,6.55,SC01,D,4980,0.0
176,08/04/2019,SC,6.55,SC02,D,5987,17.49
177,08/04/2019,SC,6.55,SC03,D,8189,7.81
178,08/04/2019,SC,6.55,SC04,D,8441,20.93
179,08/04/2019,SC,6.55,SC05,D,14938,37.48
180,08/04/2019,SC,6.55,SC06,D,16358,8.12
181,08/04/2019,SC,6.55,SC07,D,21451,79.95
182,08/04/2019,SC,6.55,SC08,D,25386,77.14
183,08/04/2019,SC,6.55,SC09,D,35211,48.41
184,08/04/2019,SC,6.55,SC10,D,39712,96.51
185,08/04/2019,SC,6.55,SC11,D,49039,157.41
186,08/04/2019,SC,6.55,SC12,D,58838,207.07
187,08/04/2019,SC,6.55,SC13,D,67899,229.24
188,08/04/2019,SC,6.55,SC14,I,6120194,19077.0
189,08/04/2019,SC,6.55,SC15,I,6647321,20019.0
190,08/04/2019,SC,6.55,SC16,I,6668969,17029.0
191,08/04/2019,SC,6.55,SC17,I,6694014,28130.0
192,08/04/2019,SC,6.55,SC18,I,6962008,25487.0
193,08/04/2019,SC,6.55,SC19,I,7326897,11712.0
194,08/04/2019,SC,6.55,SC20,I,7880241,31640.0
195,08/04/2019,SC,6.55,SC21,I,8006855,33670.0
196,08/04/2019,SC,6.55,SC22,I,9887246,39878.0
197,08/04/2019,SC,6.55,SC23,I,10836488,26906.0
198,08/04/2019,SC,6.55,SC24,I,11552783,40314.0
199,08/04/2019,SC,6.55,SC25,I,13737924,30846.0
200,09/04/2019,SC,7.09,SC01,D,4980,0.0
201,09/04/2019,SC,7.09,SC02,D,5987,21.61
202,09/04/2019,SC,7.09,SC03,D,8189,28.18
203,09/04/2019,SC,7.09,SC04,D,8441,20.98
204,09/04/2019,SC,7.09,SC05,D,14938,37.89
205,09/04/2019,SC,7.09,SC06,D,16358,41.96
206,09/04/2019,SC,7.09,SC07,D,21451,78.59
207,09/04/2019,SC,7.09,SC08,D,25386,85.17
208,09/04/2019,SC,7.09,SC09,D,35211,71.08
209,09/04/2019,SC,7.09,SC10,D,39712,0.0
210,09/04/2019,SC,7.09,SC11,D,49039,155.62
211,09/04/2019,SC,7.09,SC12,D,58838,118.36
212,09/04/2019,SC,7.09,SC13,D,67899,228.27
213,09/04/2019,SC,7.09,SC14,I,6120194,22043.0
214,09/04/2019,SC,7.09,SC15,I,6647321,20291.0
215,09/04/2019,SC,7.09,SC16,I,6668969,16986.0
216,09/04/2019,SC,7.09,SC17,I,6694014,27392.0
217,09/04/2019,SC,7.09,SC18,I,6962008,27546.0
218,09/04/2019,SC,7.09,SC19,I,7326897,13521.0
219,09/04/2019,SC,7.09,SC20,I,7880241,31599.0
220,09/04/2019,SC,7.09,SC21,I,8006855,33843.0
221,09/04/2019,SC,7.09,SC22,I,9887246,38900.0
222,09/04/2019,SC,7.09,SC23,I,10836488,24894.0
223,09/04/2019,SC,7.09,SC24,I,11552783,39805.0
224,09/04/2019,SC,7.09,SC25,I,13737924,34600.0
225,10/04/2019,SC,7.24,SC01,D,4980,0.0
226,10/04/2019,SC,7.24,SC02,D,5987,28.49
227,10/04/2019,SC,7.24,SC03,D,8189,25.05
228,10/04/2019,SC,7.24,SC04,D,8441,32.88
229,10/04/2019,SC,7.24,SC05,D,14938,39.77
230,10/04/2019,SC,7.24,SC06,D,16358,45.72
231,10/04/2019,SC,7.24,SC07,D,21451,79.22
232,10/04/2019,SC,7.24,SC08,D,25386,33.82
233,10/04/2019,SC,7.24,SC09,D,35211,42.59
234,10/04/2019,SC,7.24,SC10,D,39712,0.0
235,10/04/2019,SC,7.24,SC11,D,49039,149.36
236,10/04/2019,SC,7.24,SC12,D,58838,197.9
237,10/04/2019,SC,7.24,SC13,D,67899,228.58
238,10/04/2019,SC,7.24,SC14,I,6120194,20531.0
239,10/04/2019,SC,7.24,SC15,I,6647321,19462.0
240,10/04/2019,SC,7.24,SC16,I,6668969,17991.0
241,10/04/2019,SC,7.24,SC17,I,6694014,27543.0
242,10/04/2019,SC,7.24,SC18,I,6962008,25608.0
243,10/04/2019,SC,7.24,SC19,I,7326897,13877.0
244,10/04/2019,SC,7.24,SC20,I,7880241,34202.0
245,10/04/2019,SC,7.24,SC21,I,8006855,34599.0
246,10/04/2019,SC,7.24,SC22,I,9887246,36955.0
247,10/04/2019,SC,7.24,SC23,I,10836488,27588.0
248,10/04/2019,SC,7.24,SC24,I,11552783,42867.0
249,10/04/2019,SC,7.24,SC25,I,13737924,33375.0
250,11/04/2019,SC,6.96,SC01,D,4980,10.99
251,11/04/2019,SC,6.96,SC02,D,5987,25.11
252,11/04/2019,SC,6.96,SC03,D,8189,31.39
253,11/04/2019,SC,6.96,SC04,D,8441,21.03
254,11/04/2019,SC,6.96,SC05,D,14938,46.15
255,11/04/2019,SC,6.96,SC06,D,16358,79.11
256,11/04/2019,SC,6.96,SC07,D,21451,104.85
257,11/04/2019,SC,6.96,SC08,D,25386,32.33
258,11/04/2019,SC,6.96,SC09,D,35211,127.46
259,11/04/2019,SC,6.96,SC10,D,39712,0.0
260,11/04/2019,SC,6.96,SC11,D,49039,158.85
261,11/04/2019,SC,6.96,SC12,D,58838,185.53
262,11/04/2019,SC,6.96,SC13,D,67899,228.23
263,11/04/2019,SC,6.96,SC14,I,6120194,22642.0
264,11/04/2019,SC,6.96,SC15,I,6647321,19251.0
265,11/04/2019,SC,6.96,SC16,I,6668969,21363.0
266,11/04/2019,SC,6.96,SC17,I,6694014,23281.0
267,11/04/2019,SC,6.96,SC18,I,6962008,26207.0
268,11/04/2019,SC,6.96,SC19,I,7326897,28146.0
269,11/04/2019,SC,6.96,SC20,I,7880241,33246.0
270,11/04/2019,SC,6.96,SC21,I,8006855,33421.0
271,11/04/2019,SC,6.96,SC22,I,9887246,36400.0
272,11/04/2019,SC,6.96,SC23,I,10836488,27659.0
273,11/04/2019,SC,6.96,SC24,I,11552783,38373.0
274,11/04/2019,SC,6.96,SC25,I,13737924,34075.0
275,12/04/2019,SC,6.61,SC01,D,4980,10.96
276,12/04/2019,SC,6.61,SC02,D,5987,30.37
277,12/04/2019,SC,6.61,SC03,D,8189,18.79
278,12/04/2019,SC,6.61,SC04,D,8441,23.8
279,12/04/2019,SC,6.61,SC05,D,14938,46.34
280,12/04/2019,SC,6.61,SC06,D,16358,38.83
281,12/04/2019,SC,6.61,SC07,D,21451,96.13
282,12/04/2019,SC,6.61,SC08,D,25386,2.51
283,12/04/2019,SC,6.61,SC09,D,35211,50.1
284,12/04/2019,SC,6.61,SC10,D,39712,0.0
285,12/04/2019,SC,6.61,SC11,D,49039,143.1
286,12/04/2019,SC,6.61,SC12,D,58838,199.46
287,12/04/2019,SC,6.61,SC13,D,67899,226.7
288,12/04/2019,SC,6.61,SC14,I,6120194,13399.0
289,12/04/2019,SC,6.61,SC15,I,6647321,20037.0
290,12/04/2019,SC,6.61,SC16,I,6668969,19958.0
291,12/04/2019,SC,6.61,SC17,I,6694014,22249.0
292,12/04/2019,SC,6.61,SC18,I,6962008,22152.0
293,12/04/2019,SC,6.61,SC19,I,7326897,15478.0
294,12/04/2019,SC,6.61,SC20,I,7880241,33742.0
295,12/04/2019,SC,6.61,SC21,I,8006855,23923.0
296,12/04/2019,SC,6.61,SC22,I,9887246,37063.0
297,12/04/2019,SC,6.61,SC23,I,10836488,26424.0
298,12/04/2019,SC,6.61,SC24,I,11552783,43786.0
299,12/04/2019,SC,6.61,SC25,I,13737924,28476.0
300,13/04/2019,SC,6.19,SC01,D,4980,0.0
301,13/04/2019,SC,6.19,SC02,D,5987,21.92
302,13/04/2019,SC,6.19,SC03,D,8189,15.34
303,13/04/2019,SC,6.19,SC04,D,8441,18.79
304,13/04/2019,SC,6.19,SC05,D,14938,54.48
305,13/04/2019,SC,6.19,SC06,D,16358,65.13
306,13/04/2019,SC,6.19,SC07,D,21451,103.33
307,13/04/2019,SC,6.19,SC08,D,25386,103.64
308,13/04/2019,SC,6.19,SC09,D,35211,71.71
309,13/04/2019,SC,6.19,SC10,D,39712,0.0
310,13/04/2019,SC,6.19,SC11,D,49039,145.92
311,13/04/2019,SC,6.19,SC12,D,58838,178.48
312,13/04/2019,SC,6.19,SC13,D,67899,235.78
313,13/04/2019,SC,6.19,SC14,I,6120194,7456.0
314,13/04/2019,SC,6.19,SC15,I,6647321,21057.0
315,13/04/2019,SC,6.19,SC16,I,6668969,22454.0
316,13/04/2019,SC,6.19,SC17,I,6694014,17537.0
317,13/04/2019,SC,6.19,SC18,I,6962008,10578.0
318,13/04/2019,SC,6.19,SC19,I,7326897,10959.0
319,13/04/2019,SC,6.19,SC20,I,7880241,28598.0
320,13/04/2019,SC,6.19,SC21,I,8006855,1307.0
321,13/04/2019,SC,6.19,SC22,I,9887246,41385.0
322,13/04/2019,SC,6.19,SC23,I,10836488,25322.0
323,13/04/2019,SC,6.19,SC24,I,11552783,39193.0
324,13/04/2019,SC,6.19,SC25,I,13737924,23271.0
325,14/04/2019,SC,5.92,SC01,D,4980,0.0
326,14/04/2019,SC,5.92,SC02,D,5987,26.3
327,14/04/2019,SC,5.92,SC03,D,8189,26.3
328,14/04/2019,SC,5.92,SC04,D,8441,19.41
329,14/04/2019,SC,5.92,SC05,D,14938,56.05
330,14/04/2019,SC,5.92,SC06,D,16358,54.17
331,14/04/2019,SC,5.92,SC07,D,21451,86.42
332,14/04/2019,SC,5.92,SC08,D,25386,79.22
333,14/04/2019,SC,5.92,SC09,D,35211,75.78
334,14/04/2019,SC,5.92,SC10,D,39712,0.0
335,14/04/2019,SC,5.92,SC11,D,49039,157.5
336,14/04/2019,SC,5.92,SC12,D,58838,198.52
337,14/04/2019,SC,5.92,SC13,D,67899,274.92
338,14/04/2019,SC,5.92,SC14,I,6120194,8969.0
339,14/04/2019,SC,5.92,SC15,I,6647321,20846.0
340,14/04/2019,SC,5.92,SC16,I,6668969,25199.0
341,14/04/2019,SC,5.92,SC17,I,6694014,21978.0
342,14/04/2019,SC,5.92,SC18,I,6962008,16814.0
343,14/04/2019,SC,5.92,SC19,I,7326897,12382.0
344,14/04/2019,SC,5.92,SC20,I,7880241,25200.0
345,14/04/2019,SC,5.92,SC21,I,8006855,508.0
346,14/04/2019,SC,5.92,SC22,I,9887246,41277.0
347,14/04/2019,SC,5.92,SC23,I,10836488,24220.0
348,14/04/2019,SC,5.92,SC24,I,11552783,38274.0
349,14/04/2019,SC,5.92,SC25,I,13737924,62463.0
350,15/04/2019,SC,6.93,SC01,D,4980,10.96
351,15/04/2019,SC,6.93,SC02,D,5987,34.13
352,15/04/2019,SC,6.93,SC03,D,8189,41.65
353,15/04/2019,SC,6.93,SC04,D,8441,28.49
354,15/04/2019,SC,6.93,SC05,D,14938,55.42
355,15/04/2019,SC,6.93,SC06,D,16358,67.01
356,15/04/2019,SC,6.93,SC07,D,21451,101.14
357,15/04/2019,SC,6.93,SC08,D,25386,84.86
358,15/04/2019,SC,6.93,SC09,D,35211,49.79
359,15/04/2019,SC,6.93,SC10,D,39712,0.0
360,15/04/2019,SC,6.93,SC11,D,49039,153.43
361,15/04/2019,SC,6.93,SC12,D,58838,307.8
362,15/04/2019,SC,6.93,SC13,D,67899,243.3
363,15/04/2019,SC,6.93,SC14,I,6120194,18153.0
364,15/04/2019,SC,6.93,SC15,I,6647321,20328.0
365,15/04/2019,SC,6.93,SC16,I,6668969,21892.0
366,15/04/2019,SC,6.93,SC17,I,6694014,28181.0
367,15/04/2019,SC,6.93,SC18,I,6962008,26184.0
368,15/04/2019,SC,6.93,SC19,I,7326897,14446.0
369,15/04/2019,SC,6.93,SC20,I,7880241,29456.0
370,15/04/2019,SC,6.93,SC21,I,8006855,30720.0
371,15/04/2019,SC,6.93,SC22,I,9887246,39656.0
372,15/04/2019,SC,6.93,SC23,I,10836488,24281.0
373,15/04/2019,SC,6.93,SC24,I,11552783,44092.0
374,15/04/2019,SC,6.93,SC25,I,13737924,68587.0
375,16/04/2019,SC,7.24,SC01,D,4980,22.12
376,16/04/2019,SC,7.24,SC02,D,5987,28.04
377,16/04/2019,SC,7.24,SC03,D,8189,23.99
378,16/04/2019,SC,7.24,SC04,D,8441,22.74
379,16/04/2019,SC,7.24,SC05,D,14938,52.33
380,16/04/2019,SC,7.24,SC06,D,16358,48.91
381,16/04/2019,SC,7.24,SC07,D,21451,87.54
382,16/04/2019,SC,7.24,SC08,D,25386,80.68
383,16/04/2019,SC,7.24,SC09,D,35211,97.82
384,16/04/2019,SC,7.24,SC10,D,39712,0.0
385,16/04/2019,SC,7.24,SC11,D,49039,153.27
386,16/04/2019,SC,7.24,SC12,D,58838,177.88
387,16/04/2019,SC,7.24,SC13,D,67899,239.24
388,16/04/2019,SC,7.24,SC14,I,6120194,20425.0
389,16/04/2019,SC,7.24,SC15,I,6647321,20678.0
390,16/04/2019,SC,7.24,SC16,I,6668969,16953.0
391,16/04/2019,SC,7.24,SC17,I,6694014,25209.0
392,16/04/2019,SC,7.24,SC18,I,6962008,24551.0
393,16/04/2019,SC,7.24,SC19,I,7326897,12354.0
394,16/04/2019,SC,7.24,SC20,I,7880241,31376.0
395,16/04/2019,SC,7.24,SC21,I,8006855,31659.0
396,16/04/2019,SC,7.24,SC22,I,9887246,35905.0
397,16/04/2019,SC,7.24,SC23,I,10836488,22329.0
398,16/04/2019,SC,7.24,SC24,I,11552783,44170.0
399,16/04/2019,SC,7.24,SC25,I,13737924,38991.0
400,17/04/2019,SC,8.41,SC01,D,4980,22.17
401,17/04/2019,SC,8.41,SC02,D,5987,19.99
402,17/04/2019,SC,8.41,SC03,D,8189,8.43
403,17/04/2019,SC,8.41,SC04,D,8441,18.74
404,17/04/2019,SC,8.41,SC05,D,14938,47.47
405,17/04/2019,SC,8.41,SC06,D,16358,41.23
406,17/04/2019,SC,8.41,SC07,D,21451,69.02
407,17/04/2019,SC,8.41,SC08,D,25386,63.71
408,17/04/2019,SC,8.41,SC09,D,35211,41.54
409,17/04/2019,SC,8.41,SC10,D,39712,0.0
410,17/04/2019,SC,8.41,SC11,D,49039,125.87
411,17/04/2019,SC,8.41,SC12,D,58838,94.01
412,17/04/2019,SC,8.41,SC13,D,67899,217.69
413,17/04/2019,SC,8.41,SC14,I,6120194,18861.0
414,17/04/2019,SC,8.41,SC15,I,6647321,18822.0
415,17/04/2019,SC,8.41,SC16,I,6668969,14970.0
416,17/04/2019,SC,8.41,SC17,I,6694014,23506.0
417,17/04/2019,SC,8.41,SC18,I,6962008,24901.0
418,17/04/2019,SC,8.41,SC19,I,7326897,13877.0
419,17/04/2019,SC,8.41,SC20,I,7880241,31487.0
420,17/04/2019,SC,8.41,SC21,I,8006855,30997.0
421,17/04/2019,SC,8.41,SC22,I,9887246,30070.0
422,17/04/2019,SC,8.41,SC23,I,10836488,25349.0
423,17/04/2019,SC,8.41,SC24,I,11552783,34816.0
424,17/04/2019,SC,8.41,SC25,I,13737924,40008.0
425,18/04/2019,SC,9.56,SC01,D,4980,10.96
426,18/04/2019,SC,9.56,SC02,D,5987,15.03
427,18/04/2019,SC,9.56,SC03,D,8189,12.84
428,18/04/2019,SC,9.56,SC04,D,8441,24.74
429,18/04/2019,SC,9.56,SC05,D,14938,30.37
430,18/04/2019,SC,9.56,SC06,D,16358,23.17
431,18/04/2019,SC,9.56,SC07,D,21451,64.19
432,18/04/2019,SC,9.56,SC08,D,25386,65.44
433,18/04/2019,SC,9.56,SC09,D,35211,45.4
434,18/04/2019,SC,9.56,SC10,D,39712,0.0
435,18/04/2019,SC,9.56,SC11,D,49039,114.92
436,18/04/2019,SC,9.56,SC12,D,58838,102.08
437,18/04/2019,SC,9.56,SC13,D,67899,165.02
438,18/04/2019,SC,9.56,SC14,I,6120194,19234.0
439,18/04/2019,SC,9.56,SC15,I,6647321,18448.0
440,18/04/2019,SC,9.56,SC16,I,6668969,10654.0
441,18/04/2019,SC,9.56,SC17,I,6694014,19223.0
442,18/04/2019,SC,9.56,SC18,I,6962008,25564.0
443,18/04/2019,SC,9.56,SC19,I,7326897,13770.0
444,18/04/2019,SC,9.56,SC20,I,7880241,26669.0
445,18/04/2019,SC,9.56,SC21,I,8006855,32903.0
446,18/04/2019,SC,9.56,SC22,I,9887246,25609.0
447,18/04/2019,SC,9.56,SC23,I,10836488,26271.0
448,18/04/2019,SC,9.56,SC24,I,11552783,32150.0
449,18/04/2019,SC,9.56,SC25,I,13737924,42255.0
450,19/04/2019,SC,11.4,SC01,D,4980,10.96
451,19/04/2019,SC,11.4,SC02,D,5987,12.53
452,19/04/2019,SC,11.4,SC03,D,8189,11.27
453,19/04/2019,SC,11.4,SC04,D,8441,22.86
454,19/04/2019,SC,11.4,SC05,D,14938,25.68
455,19/04/2019,SC,11.4,SC06,D,16358,17.22
456,19/04/2019,SC,11.4,SC07,D,21451,71.08
457,19/04/2019,SC,11.4,SC08,D,25386,43.84
458,19/04/2019,SC,11.4,SC09,D,35211,44.78
459,19/04/2019,SC,11.4,SC10,D,39712,0.0
460,19/04/2019,SC,11.4,SC11,D,49039,83.6
461,19/04/2019,SC,11.4,SC12,D,58838,81.1
462,19/04/2019,SC,11.4,SC13,D,67899,129.32
463,19/04/2019,SC,11.4,SC14,I,6120194,10914.0
