,GAS_FLOW_DAY,GEO_LOCATION,CWV,SITE_REFERENCE,MARKET_SECTOR_IDENTIFIER,ANNUAL_USAGE,ENERGY_VALUE
7748,04/02/2020,SC,4.33,SC22,I,9887246,41348.0
7749,04/02/2020,SC,4.33,SC23,I,10836488,33333.0
7750,04/02/2020,SC,4.33,SC24,I,11552783,0.0
7751,04/02/2020,SC,4.33,SC25,I,13737924,39786.0
7752,05/02/2020,SC,4.48,SC01,D,4980,0.0
7753,05/02/2020,SC,4.48,SC02,D,5987,23.39
7754,05/02/2020,SC,4.48,SC03,D,8189,45.49
7755,05/02/2020,SC,4.48,SC04,D,8441,32.68
7756,05/02/2020,SC,4.48,SC05,D,14938,60.87
7757,05/02/2020,SC,4.48,SC06,D,16358,58.63
7758,05/02/2020,SC,4.48,SC07,D,21451,73.69
7759,05/02/2020,SC,4.48,SC08,D,25386,99.96
7760,05/02/2020,SC,4.48,SC09,D,35211,135.52
7761,05/02/2020,SC,4.48,SC10,D,39712,214.33
7762,05/02/2020,SC,4.48,SC11,D,49039,214.97
7763,05/02/2020,SC,4.48,SC12,D,58838,287.05
7764,05/02/2020,SC,4.48,SC13,D,67899,258.22
7765,05/02/2020,SC,4.48,SC14,I,6120194,32946.0
7766,05/02/2020,SC,4.48,SC15,I,6647321,19116.0
7767,05/02/2020,SC,4.48,SC16,I,6668969,34151.0
7768,05/02/2020,SC,4.48,SC17,I,6694014,33852.0
7769,05/02/2020,SC,4.48,SC18,I,6962008,23957.0
7770,05/02/2020,SC,4.48,SC19,I,7326897,20059.0
7771,05/02/2020,SC,4.48,SC20,I,7880241,28070.0
7772,05/02/2020,SC,4.48,SC21,I,8006855,34018.0
7773,05/02/2020,SC,4.48,SC22,I,9887246,41127.0
7774,05/02/2020,SC,4.48,SC23,I,10836488,31892.0
7775,05/02/2020,SC,4.48,SC24,I,11552783,0.0
7776,05/02/2020,SC,4.48,SC25,I,13737924,39786.0
7777,06/02/2020,SC,4.36,SC01,D,4980,0.0
7778,06/02/2020,SC,4.36,SC02,D,5987,27.16
7779,06/02/2020,SC,4.36,SC03,D,8189,44.42
7780,06/02/2020,SC,4.36,SC04,D,8441,57.52
7781,06/02/2020,SC,4.36,SC05,D,14938,74.14
7782,06/02/2020,SC,4.36,SC06,D,16358,57.2
7783,06/02/2020,SC,4.36,SC07,D,21451,65.83
7784,06/02/2020,SC,4.36,SC08,D,25386,98.43
7785,06/02/2020,SC,4.36,SC09,D,35211,142.53
7786,06/02/2020,SC,4.36,SC10,D,39712,183.43
7787,06/02/2020,SC,4.36,SC11,D,49039,209.0
7788,06/02/2020,SC,4.36,SC12,D,58838,361.11
7789,06/02/2020,SC,4.36,SC13,D,67899,233.92
7790,06/02/2020,SC,4.36,SC14,I,6120194,33524.0
7791,06/02/2020,SC,4.36,SC15,I,6647321,20362.0
7792,06/02/2020,SC,4.36,SC16,I,6668969,32675.0
7793,06/02/2020,SC,4.36,SC17,I,6694014,32929.0
7794,06/02/2020,SC,4.36,SC18,I,6962008,24812.0
7795,06/02/2020,SC,4.36,SC19,I,7326897,18738.0
7796,06/02/2020,SC,4.36,SC20,I,7880241,25124.0
7797,06/02/2020,SC,4.36,SC21,I,8006855,34340.0
7798,06/02/2020,SC,4.36,SC22,I,9887246,41906.0
7799,06/02/2020,SC,4.36,SC23,I,10836488,32124.0
7800,06/02/2020,SC,4.36,SC24,I,11552783,0.0
7801,06/02/2020,SC,4.36,SC25,I,13737924,43749.0
7802,07/02/2020,SC,3.45,SC01,D,4980,0.0
7803,07/02/2020,SC,3.45,SC02,D,5987,25.95
7804,07/02/2020,SC,3.45,SC03,D,8189,46.13
7805,07/02/2020,SC,3.45,SC04,D,8441,72.72
7806,07/02/2020,SC,3.45,SC05,D,14938,58.31
7807,07/02/2020,SC,3.45,SC06,D,16358,90.34
7808,07/02/2020,SC,3.45,SC07,D,21451,71.76
7809,07/02/2020,SC,3.45,SC08,D,25386,109.25
7810,07/02/2020,SC,3.45,SC09,D,35211,204.08
7811,07/02/2020,SC,3.45,SC10,D,39712,208.24
7812,07/02/2020,SC,3.45,SC11,D,49039,206.96
7813,07/02/2020,SC,3.45,SC12,D,58838,279.36
7814,07/02/2020,SC,3.45,SC13,D,67899,266.55
7815,07/02/2020,SC,3.45,SC14,I,6120194,21116.0
7816,07/02/2020,SC,3.45,SC15,I,6647321,19602.0
7817,07/02/2020,SC,3.45,SC16,I,6668969,33852.0
7818,07/02/2020,SC,3.45,SC17,I,6694014,33907.0
7819,07/02/2020,SC,3.45,SC18,I,6962008,24739.0
7820,07/02/2020,SC,3.45,SC19,I,7326897,18202.0
7821,07/02/2020,SC,3.45,SC20,I,7880241,26785.0
7822,07/02/2020,SC,3.45,SC21,I,8006855,24798.0
7823,07/02/2020,SC,3.45,SC22,I,9887246,42564.0
7824,07/02/2020,SC,3.45,SC23,I,10836488,33082.0
7825,07/02/2020,SC,3.45,SC24,I,11552783,0.0
7826,07/02/2020,SC,3.45,SC25,I,13737924,42292.0
7827,08/02/2020,SC,3.15,SC01,D,4980,0.0
7828,08/02/2020,SC,3.15,SC02,D,5987,24.93
7829,08/02/2020,SC,3.15,SC03,D,8189,38.35
7830,08/02/2020,SC,3.15,SC04,D,8441,28.44
7831,08/02/2020,SC,3.15,SC05,D,14938,54.33
7832,08/02/2020,SC,3.15,SC06,D,16358,83.09
7833,08/02/2020,SC,3.15,SC07,D,21451,77.33
7834,08/02/2020,SC,3.15,SC08,D,25386,103.22
7835,08/02/2020,SC,3.15,SC09,D,35211,189.5
7836,08/02/2020,SC,3.15,SC10,D,39712,234.88
7837,08/02/2020,SC,3.15,SC11,D,49039,209.32
7838,08/02/2020,SC,3.15,SC12,D,58838,290.8
7839,08/02/2020,SC,3.15,SC13,D,67899,255.33
7840,08/02/2020,SC,3.15,SC14,I,6120194,15549.0
7841,08/02/2020,SC,3.15,SC15,I,6647321,20968.0
7842,08/02/2020,SC,3.15,SC16,I,6668969,32830.0
7843,08/02/2020,SC,3.15,SC17,I,6694014,20820.0
7844,08/02/2020,SC,3.15,SC18,I,6962008,7336.0
7845,08/02/2020,SC,3.15,SC19,I,7326897,16777.0
7846,08/02/2020,SC,3.15,SC20,I,7880241,20812.0
7847,08/02/2020,SC,3.15,SC21,I,8006855,1809.0
7848,08/02/2020,SC,3.15,SC22,I,9887246,43891.0
7849,08/02/2020,SC,3.15,SC23,I,10836488,32030.0
7850,08/02/2020,SC,3.15,SC24,I,11552783,0.0
7851,08/02/2020,SC,3.15,SC25,I,13737924,42811.0
7852,09/02/2020,SC,3.68,SC01,D,4980,0.0
7853,09/02/2020,SC,3.68,SC02,D,5987,26.78
7854,09/02/2020,SC,3.68,SC03,D,8189,47.81
7855,09/02/2020,SC,3.68,SC04,D,8441,51.0
7856,09/02/2020,SC,3.68,SC05,D,14938,53.87
7857,09/02/2020,SC,3.68,SC06,D,16358,57.38
7858,09/02/2020,SC,3.68,SC07,D,21451,66.94
7859,09/02/2020,SC,3.68,SC08,D,25386,113.16
7860,09/02/2020,SC,3.68,SC09,D,35211,145.35
7861,09/02/2020,SC,3.68,SC10,D,39712,205.28
7862,09/02/2020,SC,3.68,SC11,D,49039,212.29
7863,09/02/2020,SC,3.68,SC12,D,58838,289.12
7864,09/02/2020,SC,3.68,SC13,D,67899,259.79
7865,09/02/2020,SC,3.68,SC14,I,6120194,15620.0
7866,09/02/2020,SC,3.68,SC15,I,6647321,21695.0
7867,09/02/2020,SC,3.68,SC16,I,6668969,34672.0
7868,09/02/2020,SC,3.68,SC17,I,6694014,26488.0
7869,09/02/2020,SC,3.68,SC18,I,6962008,15538.0
7870,09/02/2020,SC,3.68,SC19,I,7326897,27782.0
7871,09/02/2020,SC,3.68,SC20,I,7880241,20417.0
7872,09/02/2020,SC,3.68,SC21,I,8006855,407.0
7873,09/02/2020,SC,3.68,SC22,I,9887246,43890.0
7874,09/02/2020,SC,3.68,SC23,I,10836488,32417.0
7875,09/02/2020,SC,3.68,SC24,I,11552783,0.0
7876,09/02/2020,SC,3.68,SC25,I,13737924,52990.0
7877,10/02/2020,SC,1.85,SC01,D,4980,0.0
7878,10/02/2020,SC,1.85,SC02,D,5987,25.88
7879,10/02/2020,SC,1.85,SC03,D,8189,42.82
7880,10/02/2020,SC,1.85,SC04,D,8441,68.39
7881,10/02/2020,SC,1.85,SC05,D,14938,55.92
7882,10/02/2020,SC,1.85,SC06,D,16358,62.95
7883,10/02/2020,SC,1.85,SC07,D,21451,77.97
7884,10/02/2020,SC,1.85,SC08,D,25386,95.87
7885,10/02/2020,SC,1.85,SC09,D,35211,241.27
7886,10/02/2020,SC,1.85,SC10,D,39712,123.67
7887,10/02/2020,SC,1.85,SC11,D,49039,258.85
7888,10/02/2020,SC,1.85,SC12,D,58838,334.58
7889,10/02/2020,SC,1.85,SC13,D,67899,309.34
7890,10/02/2020,SC,1.85,SC14,I,6120194,30106.0
7891,10/02/2020,SC,1.85,SC15,I,6647321,23068.0
7892,10/02/2020,SC,1.85,SC16,I,6668969,36359.0
7893,10/02/2020,SC,1.85,SC17,I,6694014,41597.0
7894,10/02/2020,SC,1.85,SC18,I,6962008,28429.0
7895,10/02/2020,SC,1.85,SC19,I,7326897,24729.0
7896,10/02/2020,SC,1.85,SC20,I,7880241,31874.0
7897,10/02/2020,SC,1.85,SC21,I,8006855,34605.0
7898,10/02/2020,SC,1.85,SC22,I,9887246,46868.0
7899,10/02/2020,SC,1.85,SC23,I,10836488,33811.0
7900,10/02/2020,SC,1.85,SC24,I,11552783,0.0
7901,10/02/2020,SC,1.85,SC25,I,13737924,68435.0
7902,11/02/2020,SC,1.24,SC01,D,4980,67.58
7903,11/02/2020,SC,1.24,SC02,D,5987,31.88
7904,11/02/2020,SC,1.24,SC03,D,8189,51.64
7905,11/02/2020,SC,1.24,SC04,D,8441,57.38
7906,11/02/2020,SC,1.24,SC05,D,14938,58.33
7907,11/02/2020,SC,1.24,SC06,D,16358,78.73
7908,11/02/2020,SC,1.24,SC07,D,21451,76.82
7909,11/02/2020,SC,1.24,SC08,D,25386,111.57
7910,11/02/2020,SC,1.24,SC09,D,35211,240.66
7911,11/02/2020,SC,1.24,SC10,D,39712,264.89
7912,11/02/2020,SC,1.24,SC11,D,49039,274.77
7913,11/02/2020,SC,1.24,SC12,D,58838,345.22
7914,11/02/2020,SC,1.24,SC13,D,67899,314.3
7915,11/02/2020,SC,1.24,SC14,I,6120194,35750.0
7916,11/02/2020,SC,1.24,SC15,I,6647321,24568.0
7917,11/02/2020,SC,1.24,SC16,I,6668969,35651.0
7918,11/02/2020,SC,1.24,SC17,I,6694014,41723.0
7919,11/02/2020,SC,1.24,SC18,I,6962008,28414.0
7920,11/02/2020,SC,1.24,SC19,I,7326897,20465.0
7921,11/02/2020,SC,1.24,SC20,I,7880241,33009.0
7922,11/02/2020,SC,1.24,SC21,I,8006855,36784.0
7923,11/02/2020,SC,1.24,SC22,I,9887246,47080.0
7924,11/02/2020,SC,1.24,SC23,I,10836488,33477.0
7925,11/02/2020,SC,1.24,SC24,I,11552783,0.0
7926,11/02/2020,SC,1.24,SC25,I,13737924,64523.0
7927,12/02/2020,SC,1.86,SC01,D,4980,89.66
7928,12/02/2020,SC,1.86,SC02,D,5987,27.98
7929,12/02/2020,SC,1.86,SC03,D,8189,40.06
7930,12/02/2020,SC,1.86,SC04,D,8441,80.44
7931,12/02/2020,SC,1.86,SC05,D,14938,66.77
7932,12/02/2020,SC,1.86,SC06,D,16358,51.83
7933,12/02/2020,SC,1.86,SC07,D,21451,75.99
7934,12/02/2020,SC,1.86,SC08,D,25386,106.83
7935,12/02/2020,SC,1.86,SC09,D,35211,218.44
7936,12/02/2020,SC,1.86,SC10,D,39712,190.46
7937,12/02/2020,SC,1.86,SC11,D,49039,284.89
7938,12/02/2020,SC,1.86,SC12,D,58838,345.62
7939,12/02/2020,SC,1.86,SC13,D,67899,285.84
7940,12/02/2020,SC,1.86,SC14,I,6120194,36537.0
7941,12/02/2020,SC,1.86,SC15,I,6647321,24979.0
7942,12/02/2020,SC,1.86,SC16,I,6668969,35001.0
7943,12/02/2020,SC,1.86,SC17,I,6694014,39961.0
7944,12/02/2020,SC,1.86,SC18,I,6962008,27892.0
7945,12/02/2020,SC,1.86,SC19,I,7326897,18029.0
7946,12/02/2020,SC,1.86,SC20,I,7880241,30936.0
7947,12/02/2020,SC,1.86,SC21,I,8006855,36263.0
7948,12/02/2020,SC,1.86,SC22,I,9887246,46193.0
7949,12/02/2020,SC,1.86,SC23,I,10836488,33703.0
7950,12/02/2020,SC,1.86,SC24,I,11552783,0.0
7951,12/02/2020,SC,1.86,SC25,I,13737924,57209.0
7952,13/02/2020,SC,1.95,SC01,D,4980,78.34
7953,13/02/2020,SC,1.95,SC02,D,5987,36.47
7954,13/02/2020,SC,1.95,SC03,D,8189,50.74
7955,13/02/2020,SC,1.95,SC04,D,8441,91.66
7956,13/02/2020,SC,1.95,SC05,D,14938,66.6
7957,13/02/2020,SC,1.95,SC06,D,16358,92.29
7958,13/02/2020,SC,1.95,SC07,D,21451,78.02
7959,13/02/2020,SC,1.95,SC08,D,25386,120.83
7960,13/02/2020,SC,1.95,SC09,D,35211,190.29
7961,13/02/2020,SC,1.95,SC10,D,39712,271.16
7962,13/02/2020,SC,1.95,SC11,D,49039,257.84
7963,13/02/2020,SC,1.95,SC12,D,58838,328.57
7964,13/02/2020,SC,1.95,SC13,D,67899,282.58
7965,13/02/2020,SC,1.95,SC14,I,6120194,35132.0
7966,13/02/2020,SC,1.95,SC15,I,6647321,20540.0
7967,13/02/2020,SC,1.95,SC16,I,6668969,35044.0
7968,13/02/2020,SC,1.95,SC17,I,6694014,38481.0
7969,13/02/2020,SC,1.95,SC18,I,6962008,27115.0
7970,13/02/2020,SC,1.95,SC19,I,7326897,17010.0
7971,13/02/2020,SC,1.95,SC20,I,7880241,31757.0
7972,13/02/2020,SC,1.95,SC21,I,8006855,34125.0
7973,13/02/2020,SC,1.95,SC22,I,9887246,44653.0
7974,13/02/2020,SC,1.95,SC23,I,10836488,32967.0
7975,13/02/2020,SC,1.95,SC24,I,11552783,0.0
7976,13/02/2020,SC,1.95,SC25,I,13737924,47140.0
7977,14/02/2020,SC,3.21,SC01,D,4980,89.21
7978,14/02/2020,SC,3.21,SC02,D,5987,30.37
7979,14/02/2020,SC,3.21,SC03,D,8189,52.83
7980,14/02/2020,SC,3.21,SC04,D,8441,62.32
7981,14/02/2020,SC,3.21,SC05,D,14938,72.44
7982,14/02/2020,SC,3.21,SC06,D,16358,98.38
7983,14/02/2020,SC,3.21,SC07,D,21451,78.77
7984,14/02/2020,SC,3.21,SC08,D,25386,115.47
7985,14/02/2020,SC,3.21,SC09,D,35211,198.35
7986,14/02/2020,SC,3.21,SC10,D,39712,161.34
7987,14/02/2020,SC,3.21,SC11,D,49039,229.98
7988,14/02/2020,SC,3.21,SC12,D,58838,412.2
7989,14/02/2020,SC,3.21,SC13,D,67899,280.28
7990,14/02/2020,SC,3.21,SC14,I,6120194,21069.0
7991,14/02/2020,SC,3.21,SC15,I,6647321,21948.0
7992,14/02/2020,SC,3.21,SC16,I,6668969,35512.0
7993,14/02/2020,SC,3.21,SC17,I,6694014,31342.0
7994,14/02/2020,SC,3.21,SC18,I,6962008,24428.0
7995,14/02/2020,SC,3.21,SC19,I,7326897,22611.0
7996,14/02/2020,SC,3.21,SC20,I,7880241,25799.0
7997,14/02/2020,SC,3.21,SC21,I,8006855,23918.0
7998,14/02/2020,SC,3.21,SC22,I,9887246,42684.0
7999,14/02/2020,SC,3.21,SC23,I,10836488,34182.0
8000,14/02/2020,SC,3.21,SC24,I,11552783,0.0
8001,14/02/2020,SC,3.21,SC25,I,13737924,39286.0
8002,15/02/2020,SC,3.49,SC01,D,4980,55.82
8003,15/02/2020,SC,3.49,SC02,D,5987,26.64
8004,15/02/2020,SC,3.49,SC03,D,8189,39.01
8005,15/02/2020,SC,3.49,SC04,D,8441,22.2
8006,15/02/2020,SC,3.49,SC05,D,14938,58.67
8007,15/02/2020,SC,3.49,SC06,D,16358,68.19
8008,15/02/2020,SC,3.49,SC07,D,21451,71.36
8009,15/02/2020,SC,3.49,SC08,D,25386,117.35
8010,15/02/2020,SC,3.49,SC09,D,35211,218.52
8011,15/02/2020,SC,3.49,SC10,D,39712,211.54
8012,15/02/2020,SC,3.49,SC11,D,49039,209.64
8013,15/02/2020,SC,3.49,SC12,D,58838,286.07
8014,15/02/2020,SC,3.49,SC13,D,67899,272.75
8015,15/02/2020,SC,3.49,SC14,I,6120194,14884.0
8016,15/02/2020,SC,3.49,SC15,I,6647321,20655.0
8017,15/02/2020,SC,3.49,SC16,I,6668969,32888.0
8018,15/02/2020,SC,3.49,SC17,I,6694014,19820.0
8019,15/02/2020,SC,3.49,SC18,I,6962008,18544.0
8020,15/02/2020,SC,3.49,SC19,I,7326897,13659.0
8021,15/02/2020,SC,3.49,SC20,I,7880241,22919.0
8022,15/02/2020,SC,3.49,SC21,I,8006855,1664.0
8023,15/02/2020,SC,3.49,SC22,I,9887246,44216.0
8024,15/02/2020,SC,3.49,SC23,I,10836488,34517.0
8025,15/02/2020,SC,3.49,SC24,I,11552783,0.0
8026,15/02/2020,SC,3.49,SC25,I,13737924,42178.0
8027,16/02/2020,SC,2.54,SC01,D,4980,89.44
8028,16/02/2020,SC,2.54,SC02,D,5987,25.69
8029,16/02/2020,SC,2.54,SC03,D,8189,40.91
8030,16/02/2020,SC,2.54,SC04,D,8441,32.67
8031,16/02/2020,SC,2.54,SC05,D,14938,55.82
8032,16/02/2020,SC,2.54,SC06,D,16358,49.79
8033,16/02/2020,SC,2.54,SC07,D,21451,82.78
8034,16/02/2020,SC,2.54,SC08,D,25386,91.97
8035,16/02/2020,SC,2.54,SC09,D,35211,293.36
8036,16/02/2020,SC,2.54,SC10,D,39712,286.39
8037,16/02/2020,SC,2.54,SC11,D,49039,215.34
8038,16/02/2020,SC,2.54,SC12,D,58838,280.36
8039,16/02/2020,SC,2.54,SC13,D,67899,294.95
8040,16/02/2020,SC,2.54,SC14,I,6120194,16088.0
8041,16/02/2020,SC,2.54,SC15,I,6647321,18890.0
8042,16/02/2020,SC,2.54,SC16,I,6668969,34825.0
8043,16/02/2020,SC,2.54,SC17,I,6694014,29167.0
8044,16/02/2020,SC,2.54,SC18,I,6962008,20126.0
8045,16/02/2020,SC,2.54,SC19,I,7326897,22993.0
8046,16/02/2020,SC,2.54,SC20,I,7880241,26795.0
8047,16/02/2020,SC,2.54,SC21,I,8006855,438.0
8048,16/02/2020,SC,2.54,SC22,I,9887246,49578.0
8049,16/02/2020,SC,2.54,SC23,I,10836488,34145.0
8050,16/02/2020,SC,2.54,SC24,I,11552783,0.0
8051,16/02/2020,SC,2.54,SC25,I,13737924,56133.0
8052,17/02/2020,SC,3.26,SC01,D,4980,66.89
8053,17/02/2020,SC,3.26,SC02,D,5987,24.3
8054,17/02/2020,SC,3.26,SC03,D,8189,37.23
8055,17/02/2020,SC,3.26,SC04,D,8441,37.86
8056,17/02/2020,SC,3.26,SC05,D,14938,58.37
8057,17/02/2020,SC,3.26,SC06,D,16358,62.48
8058,17/02/2020,SC,3.26,SC07,D,21451,70.37
8059,17/02/2020,SC,3.26,SC08,D,25386,88.35
8060,17/02/2020,SC,3.26,SC09,D,35211,239.5
8061,17/02/2020,SC,3.26,SC10,D,39712,211.1
8062,17/02/2020,SC,3.26,SC11,D,49039,227.5
8063,17/02/2020,SC,3.26,SC12,D,58838,266.63
8064,17/02/2020,SC,3.26,SC13,D,67899,274.52
8065,17/02/2020,SC,3.26,SC14,I,6120194,29944.0
8066,17/02/2020,SC,3.26,SC15,I,6647321,25582.0
8067,17/02/2020,SC,3.26,SC16,I,6668969,37763.0
8068,17/02/2020,SC,3.26,SC17,I,6694014,36510.0
8069,17/02/2020,SC,3.26,SC18,I,6962008,28105.0
8070,17/02/2020,SC,3.26,SC19,I,7326897,16314.0
8071,17/02/2020,SC,3.26,SC20,I,7880241,31442.0
8072,17/02/2020,SC,3.26,SC21,I,8006855,36728.0
8073,17/02/2020,SC,3.26,SC22,I,9887246,46931.0
8074,17/02/2020,SC,3.26,SC23,I,10836488,34250.0
8075,17/02/2020,SC,3.26,SC24,I,11552783,0.0
8076,17/02/2020,SC,3.26,SC25,I,13737924,38569.0
8077,18/02/2020,SC,2.65,SC01,D,4980,22.46
8078,18/02/2020,SC,2.65,SC02,D,5987,22.78
8079,18/02/2020,SC,2.65,SC03,D,8189,41.12
8080,18/02/2020,SC,2.65,SC04,D,8441,80.04
8081,18/02/2020,SC,2.65,SC05,D,14938,56.63
8082,18/02/2020,SC,2.65,SC06,D,16358,70.23
8083,18/02/2020,SC,2.65,SC07,D,21451,80.35
8084,18/02/2020,SC,2.65,SC08,D,25386,94.27
8085,18/02/2020,SC,2.65,SC09,D,35211,298.31
8086,18/02/2020,SC,2.65,SC10,D,39712,221.13
8087,18/02/2020,SC,2.65,SC11,D,49039,227.45
8088,18/02/2020,SC,2.65,SC12,D,58838,279.97
8089,18/02/2020,SC,2.65,SC13,D,67899,258.45
8090,18/02/2020,SC,2.65,SC14,I,6120194,34169.0
8091,18/02/2020,SC,2.65,SC15,I,6647321,24132.0
8092,18/02/2020,SC,2.65,SC16,I,6668969,38983.0
8093,18/02/2020,SC,2.65,SC17,I,6694014,37117.0
8094,18/02/2020,SC,2.65,SC18,I,6962008,27762.0
8095,18/02/2020,SC,2.65,SC19,I,7326897,17974.0
8096,18/02/2020,SC,2.65,SC20,I,7880241,30408.0
8097,18/02/2020,SC,2.65,SC21,I,8006855,37739.0
8098,18/02/2020,SC,2.65,SC22,I,9887246,46832.0
8099,18/02/2020,SC,2.65,SC23,I,10836488,35265.0
8100,18/02/2020,SC,2.65,SC24,I,11552783,0.0
8101,18/02/2020,SC,2.65,SC25,I,13737924,27531.0
8102,19/02/2020,SC,3.42,SC01,D,4980,22.46
8103,19/02/2020,SC,3.42,SC02,D,5987,24.99
8104,19/02/2020,SC,3.42,SC03,D,8189,31.95
8105,19/02/2020,SC,3.42,SC04,D,8441,59.16
8106,19/02/2020,SC,3.42,SC05,D,14938,56.63
8107,19/02/2020,SC,3.42,SC06,D,16358,59.47
8108,19/02/2020,SC,3.42,SC07,D,21451,82.57
8109,19/02/2020,SC,3.42,SC08,D,25386,79.72
8110,19/02/2020,SC,3.42,SC09,D,35211,203.73
8111,19/02/2020,SC,3.42,SC10,D,39712,228.72
8112,19/02/2020,SC,3.42,SC11,D,49039,219.54
8113,19/02/2020,SC,3.42,SC12,D,58838,276.17
8114,19/02/2020,SC,3.42,SC13,D,67899,275.54
8115,19/02/2020,SC,3.42,SC14,I,6120194,34388.0
8116,19/02/2020,SC,3.42,SC15,I,6647321,24701.0
8117,19/02/2020,SC,3.42,SC16,I,6668969,36571.0
8118,19/02/2020,SC,3.42,SC17,I,6694014,31833.0
8119,19/02/2020,SC,3.42,SC18,I,6962008,25983.0
8120,19/02/2020,SC,3.42,SC19,I,7326897,15781.0
8121,19/02/2020,SC,3.42,SC20,I,7880241,27160.0
8122,19/02/2020,SC,3.42,SC21,I,8006855,36101.0
8123,19/02/2020,SC,3.42,SC22,I,9887246,42247.0
8124,19/02/2020,SC,3.42,SC23,I,10836488,34306.0
8125,19/02/2020,SC,3.42,SC24,I,11552783,0.0
8126,19/02/2020,SC,3.42,SC25,I,13737924,33718.0
8127,20/02/2020,SC,2.82,SC01,D,4980,66.89
8128,20/02/2020,SC,2.82,SC02,D,5987,24.61
8129,20/02/2020,SC,2.82,SC03,D,8189,39.13
8130,20/02/2020,SC,2.82,SC04,D,8441,48.59
8131,20/02/2020,SC,2.82,SC05,D,14938,55.22
8132,20/02/2020,SC,2.82,SC06,D,16358,68.79
8133,20/02/2020,SC,2.82,SC07,D,21451,70.05
8134,20/02/2020,SC,2.82,SC08,D,25386,99.4
8135,20/02/2020,SC,2.82,SC09,D,35211,165.97
8136,20/02/2020,SC,2.82,SC10,D,39712,118.96
8137,20/02/2020,SC,2.82,SC11,D,49039,219.93
8138,20/02/2020,SC,2.82,SC12,D,58838,266.63
8139,20/02/2020,SC,2.82,SC13,D,67899,269.47
8140,20/02/2020,SC,2.82,SC14,I,6120194,32558.0
8141,20/02/2020,SC,2.82,SC15,I,6647321,24832.0
8142,20/02/2020,SC,2.82,SC16,I,6668969,34964.0
8143,20/02/2020,SC,2.82,SC17,I,6694014,35367.0
8144,20/02/2020,SC,2.82,SC18,I,6962008,26341.0
8145,20/02/2020,SC,2.82,SC19,I,7326897,16386.0
8146,20/02/2020,SC,2.82,SC20,I,7880241,29282.0
8147,20/02/2020,SC,2.82,SC21,I,8006855,35737.0
8148,20/02/2020,SC,2.82,SC22,I,9887246,45624.0
8149,20/02/2020,SC,2.82,SC23,I,10836488,32059.0
8150,20/02/2020,SC,2.82,SC24,I,11552783,0.0
8151,20/02/2020,SC,2.82,SC25,I,13737924,29930.0
8152,21/02/2020,SC,3.68,SC01,D,4980,55.54
8153,21/02/2020,SC,3.68,SC02,D,5987,24.93
8154,21/02/2020,SC,3.68,SC03,D,8189,45.44
8155,21/02/2020,SC,3.68,SC04,D,8441,58.37
8156,21/02/2020,SC,3.68,SC05,D,14938,54.27
8157,21/02/2020,SC,3.68,SC06,D,16358,66.89
8158,21/02/2020,SC,3.68,SC07,D,21451,70.68
8159,21/02/2020,SC,3.68,SC08,D,25386,102.87
8160,21/02/2020,SC,3.68,SC09,D,35211,209.2
8161,21/02/2020,SC,3.68,SC10,D,39712,151.46
8162,21/02/2020,SC,3.68,SC11,D,49039,211.1
8163,21/02/2020,SC,3.68,SC12,D,58838,277.04
8164,21/02/2020,SC,3.68,SC13,D,67899,274.52
8165,21/02/2020,SC,3.68,SC14,I,6120194,19491.0
8166,21/02/2020,SC,3.68,SC15,I,6647321,21654.0
8167,21/02/2020,SC,3.68,SC16,I,6668969,30064.0
8168,21/02/2020,SC,3.68,SC17,I,6694014,26014.0
8169,21/02/2020,SC,3.68,SC18,I,6962008,23785.0
8170,21/02/2020,SC,3.68,SC19,I,7326897,18071.0
8171,21/02/2020,SC,3.68,SC20,I,7880241,27122.0
8172,21/02/2020,SC,3.68,SC21,I,8006855,23476.0
8173,21/02/2020,SC,3.68,SC22,I,9887246,45624.0
8174,21/02/2020,SC,3.68,SC23,I,10836488,30423.0
8175,21/02/2020,SC,3.68,SC24,I,11552783,0.0
8176,21/02/2020,SC,3.68,SC25,I,13737924,30855.0
8177,22/02/2020,SC,2.33,SC01,D,4980,77.94
8178,22/02/2020,SC,2.33,SC02,D,5987,28.4
8179,22/02/2020,SC,2.33,SC03,D,8189,34.71
8180,22/02/2020,SC,2.33,SC04,D,8441,58.37
8181,22/02/2020,SC,2.33,SC05,D,14938,54.59
8182,22/02/2020,SC,2.33,SC06,D,16358,65.95
8183,22/02/2020,SC,2.33,SC07,D,21451,78.89
8184,22/02/2020,SC,2.33,SC08,D,25386,99.4
8185,22/02/2020,SC,2.33,SC09,D,35211,216.15
8186,22/02/2020,SC,2.33,SC10,D,39712,242.65
8187,22/02/2020,SC,2.33,SC11,D,49039,236.34
8188,22/02/2020,SC,2.33,SC12,D,58838,275.15
8189,22/02/2020,SC,2.33,SC13,D,67899,275.78
8190,22/02/2020,SC,2.33,SC14,I,6120194,17204.0
8191,22/02/2020,SC,2.33,SC15,I,6647321,25403.0
8192,22/02/2020,SC,2.33,SC16,I,6668969,31600.0
8193,22/02/2020,SC,2.33,SC17,I,6694014,806.0
8194,22/02/2020,SC,2.33,SC18,I,6962008,13159.0
8195,22/02/2020,SC,2.33,SC19,I,7326897,16028.0
8196,22/02/2020,SC,2.33,SC20,I,7880241,28788.0
8197,22/02/2020,SC,2.33,SC21,I,8006855,1818.0
