"SITE_REFERENCE","GAS_FLOW_DAY","ENERGY_VALUE"
"SC10",18/03/2020,115.21
"SC10",19/03/2020,128.71
"SC10",20/03/2020,133.13
"SC10",21/03/2020,130.02
"SC10",22/03/2020,130.33
"SC10",23/03/2020,171.78
"SC10",24/03/2020,175.44
"SC10",25/03/2020,107.91
"SC10",26/03/2020,112.02
"SC10",27/03/2020,159.57
"SC10",28/03/2020,124.01
"SC10",29/03/2020,181.92
"SC10",30/03/2020,146.73
"SC10",31/03/2020,108.86
"SC11",01/04/2019,155.88
"SC11",02/04/2019,177.06
"SC11",03/04/2019,209.71
"SC11",04/04/2019,193.2
"SC11",05/04/2019,164.28
"SC11",06/04/2019,170.34
"SC11",07/04/2019,169.9
"SC11",08/04/2019,157.41
"SC11",09/04/2019,155.62
"SC11",10/04/2019,149.36
"SC11",11/04/2019,158.85
"SC11",12/04/2019,143.1
"SC11",13/04/2019,145.92
"SC11",14/04/2019,157.5
"SC11",15/04/2019,153.43
"SC11",16/04/2019,153.27
"SC11",17/04/2019,125.87
"SC11",18/04/2019,114.92
"SC11",19/04/2019,83.6
"SC11",20/04/2019,87.05
"SC11",21/04/2019,74.21
"SC11",22/04/2019,60.59
"SC11",23/04/2019,59.96
"SC11",24/04/2019,75.34
"SC11",25/04/2019,76.4
"SC11",26/04/2019,90.49
"SC11",27/04/2019,105.17
"SC11",28/04/2019,88.84
"SC11",29/04/2019,67.5
"SC11",30/04/2019,82.25
"SC11",01/05/2019,86.33
"SC11",02/05/2019,89.16
"SC11",03/05/2019,106.11
"SC11",04/05/2019,114.58
"SC11",05/05/2019,114.6
"SC11",06/05/2019,99.57
"SC11",07/05/2019,127.76
"SC11",08/05/2019,155
"SC11",09/05/2019,118.05
"SC11",10/05/2019,102.39
"SC11",11/05/2019,98.32
"SC11",12/05/2019,84.23
"SC11",13/05/2019,67.01
"SC11",14/05/2019,61.21
"SC11",15/05/2019,60.9
"SC11",16/05/2019,60.9
"SC11",17/05/2019,60.59
"SC11",18/05/2019,60.59
"SC11",19/05/2019,77.14
"SC11",20/05/2019,60.43
"SC11",21/05/2019,63.56
"SC11",22/05/2019,60.27
"SC11",23/05/2019,77.14
"SC11",24/05/2019,64.56
"SC11",25/05/2019,80.94
"SC11",26/05/2019,77.58
"SC11",27/05/2019,70.77
"SC11",28/05/2019,73.4
"SC11",29/05/2019,84.11
"SC11",30/05/2019,85.58
"SC11",31/05/2019,80.58
"SC11",01/06/2019,62.46
"SC11",02/06/2019,61.06
"SC11",03/06/2019,61.69
"SC11",04/06/2019,71.71
"SC11",05/06/2019,80.47
"SC11",06/06/2019,65.46
"SC11",07/06/2019,62.95
"SC11",08/06/2019,66.77
"SC11",09/06/2019,60.89
"SC11",10/06/2019,62.32
"SC11",11/06/2019,63.91
"SC11",12/06/2019,72.49
"SC11",13/06/2019,73.9
"SC11",14/06/2019,63.9
"SC11",15/06/2019,60.74
"SC11",16/06/2019,72.33
"SC11",17/06/2019,62.31
"SC11",18/06/2019,62.94
"SC11",19/06/2019,61.06
"SC11",20/06/2019,60.9
"SC11",21/06/2019,63.1
"SC11",22/06/2019,58.7
"SC11",23/06/2019,55.11
"SC11",24/06/2019,54.03
"SC11",25/06/2019,58.09
"SC11",26/06/2019,57.48
"SC11",27/06/2019,53.58
"SC11",28/06/2019,54.66
"SC11",29/06/2019,54.03
"SC11",30/06/2019,54.8
"SC11",01/07/2019,53.19
"SC11",02/07/2019,54.03
"SC11",03/07/2019,55.45
"SC11",04/07/2019,56.38
"SC11",05/07/2019,55.45
"SC11",06/07/2019,58.39
"SC11",07/07/2019,55.42
"SC11",08/07/2019,54.97
"SC11",09/07/2019,57.47
"SC11",10/07/2019,55.59
"SC11",11/07/2019,55.93
"SC11",12/07/2019,54.52
"SC11",13/07/2019,55.28
"SC11",14/07/2019,51.53
"SC11",15/07/2019,53.09
"SC11",16/07/2019,52.02
"SC11",17/07/2019,54.03
"SC11",18/07/2019,54.2
"SC11",19/07/2019,53.89
"SC11",20/07/2019,55.74
"SC11",21/07/2019,52.43
"SC11",22/07/2019,51.85
"SC11",23/07/2019,50.73
"SC11",24/07/2019,51.98
"SC11",25/07/2019,50.73
"SC11",26/07/2019,51.53
"SC11",27/07/2019,54.48
"SC11",28/07/2019,50.6
"SC11",29/07/2019,55.88
"SC11",30/07/2019,54.48
"SC11",31/07/2019,52.47
"SC11",01/08/2019,53.27
"SC11",02/08/2019,53.13
"SC11",03/08/2019,54.23
"SC11",04/08/2019,53.3
"SC11",05/08/2019,51.09
"SC11",06/08/2019,49.35
"SC11",07/08/2019,51.93
"SC11",08/08/2019,54.76
"SC11",09/08/2019,54.76
"SC11",10/08/2019,55.11
"SC11",11/08/2019,54.48
"SC11",12/08/2019,54.48
"SC11",13/08/2019,58.87
"SC11",14/08/2019,54.13
"SC11",15/08/2019,57.57
"SC11",16/08/2019,54.37
"SC11",17/08/2019,57.03
"SC11",18/08/2019,57.49
"SC11",19/08/2019,53.77
"SC11",20/08/2019,60.7
"SC11",21/08/2019,54.92
"SC11",22/08/2019,57.67
"SC11",23/08/2019,53.5
"SC11",24/08/2019,56.39
"SC11",25/08/2019,51.9
"SC11",26/08/2019,52.35
"SC11",27/08/2019,53.64
"SC11",28/08/2019,54.78
"SC11",29/08/2019,55.28
"SC11",30/08/2019,53.05
"SC11",31/08/2019,56.06
"SC11",01/09/2019,56.71
"SC11",02/09/2019,64.56
"SC11",03/09/2019,57.49
"SC11",04/09/2019,56.35
"SC11",05/09/2019,71.94
"SC11",06/09/2019,59.89
"SC11",07/09/2019,61.18
"SC11",08/09/2019,63.59
"SC11",09/09/2019,63.59
"SC11",10/09/2019,67.28
"SC11",11/09/2019,60.53
"SC11",12/09/2019,63.75
"SC11",13/09/2019,56.99
"SC11",14/09/2019,61.99
"SC11",15/09/2019,68.24
"SC11",16/09/2019,76.95
"SC11",17/09/2019,65.85
"SC11",18/09/2019,56.02
"SC11",19/09/2019,55.7
"SC11",20/09/2019,62.46
"SC11",21/09/2019,63.11
"SC11",22/09/2019,60.85
"SC11",23/09/2019,67.14
"SC11",24/09/2019,71.01
"SC11",25/09/2019,65.04
"SC11",26/09/2019,51.19
"SC11",27/09/2019,68.73
"SC11",28/09/2019,59.27
"SC11",29/09/2019,66.16
"SC11",30/09/2019,66.32
"SC11",01/10/2019,58.31
"SC11",02/10/2019,61.02
"SC11",03/10/2019,68.73
"SC11",04/10/2019,63.27
"SC11",05/10/2019,61.18
"SC11",06/10/2019,59.57
"SC11",07/10/2019,57.63
"SC11",08/10/2019,58.92
"SC11",09/10/2019,62.63
"SC11",10/10/2019,62.14
"SC11",11/10/2019,61.18
"SC11",12/10/2019,112.37
"SC11",13/10/2019,123.32
"SC11",14/10/2019,126.22
"SC11",15/10/2019,92.18
"SC11",16/10/2019,81.58
"SC11",17/10/2019,125.26
"SC11",18/10/2019,134.91
"SC11",19/10/2019,120.1
"SC11",20/10/2019,133.96
"SC11",21/10/2019,155.26
"SC11",22/10/2019,127.5
"SC11",23/10/2019,106.52
"SC11",24/10/2019,116.56
"SC11",25/10/2019,144.25
"SC11",26/10/2019,169.04
"SC11",27/10/2019,148.11
"SC11",28/10/2019,183.53
"SC11",29/10/2019,195.12
"SC11",30/10/2019,206.19
"SC11",31/10/2019,202.85
"SC11",01/11/2019,197.37
"SC11",02/11/2019,168.49
"SC11",03/11/2019,175.8
"SC11",04/11/2019,181.27
"SC11",05/11/2019,168.62
"SC11",06/11/2019,195.6
"SC11",07/11/2019,200.09
"SC11",08/11/2019,225.46
"SC11",09/11/2019,234.46
"SC11",10/11/2019,244.7
"SC11",11/11/2019,255.97
"SC11",12/11/2019,230.22
"SC11",13/11/2019,256.94
"SC11",14/11/2019,272.75
"SC11",15/11/2019,258.55
"SC11",16/11/2019,253.39
"SC11",17/11/2019,259.19
"SC11",18/11/2019,301.16
"SC11",19/11/2019,279.42
"SC11",20/11/2019,238.68
"SC11",21/11/2019,241.24
"SC11",22/11/2019,220.82
"SC11",23/11/2019,195.27
"SC11",24/11/2019,192.22
"SC11",25/11/2019,173.55
"SC11",26/11/2019,195.28
"SC11",27/11/2019,187.22
"SC11",28/11/2019,193.51
"SC11",29/11/2019,260.48
"SC11",30/11/2019,292.12
"SC11",01/12/2019,301.59
"SC11",02/12/2019,259.2
"SC11",03/12/2019,231.04
"SC11",04/12/2019,209.49
"SC11",05/12/2019,190.61
"SC11",06/12/2019,169.26
"SC11",07/12/2019,177.61
"SC11",08/12/2019,200.41
"SC11",09/12/2019,212.62
"SC11",10/12/2019,222.25
"SC11",11/12/2019,225.06
"SC11",12/12/2019,253.08
"SC11",13/12/2019,258.23
"SC11",14/12/2019,247.58
"SC11",15/12/2019,244.35
"SC11",16/12/2019,241.81
"SC11",17/12/2019,237.3
"SC11",18/12/2019,238.54
"SC11",19/12/2019,206.71
"SC11",20/12/2019,209.61
"SC11",21/12/2019,219.91
"SC11",22/12/2019,197.7
"SC11",23/12/2019,213.26
"SC11",24/12/2019,225.46
"SC11",25/12/2019,264.67
"SC11",26/12/2019,214.76
"SC11",27/12/2019,184.49
"SC11",28/12/2019,169.04
"SC11",29/12/2019,164.21
"SC11",30/12/2019,183.39
"SC11",31/12/2019,250.53
"SC11",01/01/2020,252.77
"SC11",02/01/2020,190.14
"SC11",03/01/2020,191.09
"SC11",04/01/2020,186.79
"SC11",05/01/2020,183.57
"SC11",06/01/2020,197.81
"SC11",07/01/2020,169.05
"SC11",08/01/2020,203.88
"SC11",09/01/2020,221.46
"SC11",10/01/2020,219.63
"SC11",11/01/2020,206.44
"SC11",12/01/2020,206.84
"SC11",13/01/2020,234.08
"SC11",14/01/2020,239.87
"SC11",15/01/2020,234.72
"SC11",16/01/2020,212.39
"SC11",17/01/2020,213.36
"SC11",18/01/2020,233.17
"SC11",19/01/2020,248.61
"SC11",20/01/2020,233.23
"SC11",21/01/2020,198.45
"SC11",22/01/2020,195.57
"SC11",23/01/2020,181.06
"SC11",24/01/2020,192.21
"SC11",25/01/2020,208.47
"SC11",26/01/2020,220.5
"SC11",27/01/2020,246.04
"SC11",28/01/2020,267.19
"SC11",29/01/2020,232.91
"SC11",30/01/2020,207.28
"SC11",31/01/2020,181.14
"SC11",01/02/2020,185.64
"SC11",02/02/2020,197.35
"SC11",03/02/2020,227.78
"SC11",04/02/2020,200.87
"SC11",05/02/2020,214.97
"SC11",06/02/2020,209
"SC11",07/02/2020,206.96
"SC11",08/02/2020,209.32
"SC11",09/02/2020,212.29
"SC11",10/02/2020,258.85
"SC11",11/02/2020,274.77
"SC11",12/02/2020,284.89
"SC11",13/02/2020,257.84
"SC11",14/02/2020,229.98
"SC11",15/02/2020,209.64
"SC11",16/02/2020,215.34
"SC11",17/02/2020,227.5
"SC11",18/02/2020,227.45
"SC11",19/02/2020,219.54
"SC11",20/02/2020,219.93
"SC11",21/02/2020,211.1
"SC11",22/02/2020,236.34
"SC11",23/02/2020,228.4
"SC11",24/02/2020,243.89
"SC11",25/02/2020,244.17
"SC11",26/02/2020,241.62
"SC11",27/02/2020,248.63
"SC11",28/02/2020,254.33
"SC11",29/02/2020,230.79
"SC11",01/03/2020,234.66
"SC11",02/03/2020,237.94
"SC11",03/03/2020,219.59
"SC11",04/03/2020,223.04
"SC11",05/03/2020,233.05
"SC11",06/03/2020,233.37
"SC11",07/03/2020,183.34
"SC11",08/03/2020,177.53
"SC11",09/03/2020,202.53
"SC11",10/03/2020,208.96
"SC11",11/03/2020,226.25
"SC11",12/03/2020,234.13
"SC11",13/03/2020,235.99
"SC11",14/03/2020,208.57
"SC11",15/03/2020,188.53
"SC11",16/03/2020,186.79
"SC11",17/03/2020,190.73
"SC11",18/03/2020,212.22
"SC11",19/03/2020,202.8
"SC11",20/03/2020,210.56
"SC11",21/03/2020,208.79
"SC11",22/03/2020,211.63
"SC11",23/03/2020,204.36
"SC11",24/03/2020,176.7
"SC11",25/03/2020,155.25
"SC11",26/03/2020,153.04
"SC11",27/03/2020,166.49
"SC11",28/03/2020,191.85
"SC11",29/03/2020,175.62
"SC11",30/03/2020,152.41
"SC11",31/03/2020,158.72
"SC12",01/04/2019,259.69
"SC12",02/04/2019,208.45
"SC12",03/04/2019,269.35
"SC12",04/04/2019,263.96
"SC12",05/04/2019,207.69
"SC12",06/04/2019,135.9
"SC12",07/04/2019,137.73
"SC12",08/04/2019,207.07
"SC12",09/04/2019,118.36
"SC12",10/04/2019,197.9
"SC12",11/04/2019,185.53
"SC12",12/04/2019,199.46
"SC12",13/04/2019,178.48
"SC12",14/04/2019,198.52
"SC12",15/04/2019,307.8
"SC12",16/04/2019,177.88
"SC12",17/04/2019,94.01
"SC12",18/04/2019,102.08
"SC12",19/04/2019,81.1
"SC12",20/04/2019,77.97
"SC12",21/04/2019,70.14
"SC12",22/04/2019,67.5
"SC12",23/04/2019,55.25
"SC12",24/04/2019,68.75
"SC12",25/04/2019,108.65
"SC12",26/04/2019,155
"SC12",27/04/2019,166.07
"SC12",28/04/2019,139.7
"SC12",29/04/2019,89.47
"SC12",30/04/2019,143.78
"SC12",01/05/2019,138.13
"SC12",02/05/2019,88.21
"SC12",03/05/2019,153.2
"SC12",04/05/2019,157.91
"SC12",05/05/2019,163.14
"SC12",06/05/2019,96.13
"SC12",07/05/2019,153.12
"SC12",08/05/2019,188.19
"SC12",09/05/2019,179.42
"SC12",10/05/2019,112.41
"SC12",11/05/2019,100.51
"SC12",12/05/2019,97.7
"SC12",13/05/2019,85.17
"SC12",14/05/2019,61.21
"SC12",15/05/2019,50.6
"SC12",16/05/2019,47.16
"SC12",17/05/2019,44.35
"SC12",18/05/2019,104.94
"SC12",19/05/2019,69.65
"SC12",20/05/2019,63.25
"SC12",21/05/2019,51.35
"SC12",22/05/2019,54.31
"SC12",23/05/2019,34.43
"SC12",24/05/2019,43.04
"SC12",25/05/2019,88
"SC12",26/05/2019,86.17
"SC12",27/05/2019,61.37
"SC12",28/05/2019,61.84
"SC12",29/05/2019,96.88
"SC12",30/05/2019,101.19
"SC12",31/05/2019,70.9
"SC12",01/06/2019,54.66
"SC12",02/06/2019,0.31
"SC12",03/06/2019,0.32
"SC12",04/06/2019,0.31
"SC12",05/06/2019,0.31
"SC12",06/06/2019,0.31
"SC12",07/06/2019,0.32
"SC12",08/06/2019,0.32
"SC12",09/06/2019,37.11
"SC12",10/06/2019,50.49
"SC12",11/06/2019,49.53
"SC12",12/06/2019,69.31
"SC12",13/06/2019,81.19
"SC12",14/06/2019,64.22
"SC12",15/06/2019,71.44
"SC12",16/06/2019,58.87
"SC12",17/06/2019,54.17
"SC12",18/06/2019,49.16
"SC12",19/06/2019,45.64
"SC12",20/06/2019,50.54
"SC12",21/06/2019,54.62
"SC12",22/06/2019,49.6
"SC12",23/06/2019,36.01
"SC12",24/06/2019,52.78
"SC12",25/06/2019,32.48
"SC12",26/06/2019,33.56
"SC12",27/06/2019,19.94
"SC12",28/06/2019,9.06
"SC12",29/06/2019,6.25
"SC12",30/06/2019,5.95
"SC12",01/07/2019,16.68
"SC12",02/07/2019,9.37
"SC12",03/07/2019,10.28
"SC12",04/07/2019,17.76
"SC12",05/07/2019,16.51
"SC12",06/07/2019,7.22
"SC12",07/07/2019,9.08
"SC12",08/07/2019,11.56
"SC12",09/07/2019,11.87
"SC12",10/07/2019,9.99
"SC12",11/07/2019,10.25
"SC12",12/07/2019,8.41
"SC12",13/07/2019,6.87
"SC12",14/07/2019,6.87
"SC12",15/07/2019,8.74
"SC12",16/07/2019,5.3
"SC12",17/07/2019,16.87
"SC12",18/07/2019,9.35
"SC12",19/07/2019,47.35
"SC12",20/07/2019,14.09
"SC12",21/07/2019,9.73
"SC12",22/07/2019,20.61
"SC12",23/07/2019,9.08
"SC12",24/07/2019,7.83
"SC12",25/07/2019,7.83
"SC12",26/07/2019,12.81
"SC12",27/07/2019,6.58
"SC12",28/07/2019,8.43
"SC12",29/07/2019,15.07
"SC12",30/07/2019,10.02
"SC12",31/07/2019,9.06
"SC12",01/08/2019,12.46
"SC12",02/08/2019,7.46
"SC12",03/08/2019,7.44
"SC12",04/08/2019,8.06
"SC12",05/08/2019,8.41
"SC12",06/08/2019,19.05
"SC12",07/08/2019,7.24
"SC12",08/08/2019,10.07
"SC12",09/08/2019,7.87
"SC12",10/08/2019,10.65
"SC12",11/08/2019,25.05
"SC12",12/08/2019,4.38
"SC12",13/08/2019,1.25
"SC12",14/08/2019,50.36
"SC12",15/08/2019,8.86
"SC12",16/08/2019,7.31
"SC12",17/08/2019,12.17
"SC12",18/08/2019,33.4
"SC12",19/08/2019,11.27
"SC12",20/08/2019,6.42
"SC12",21/08/2019,25.37
"SC12",22/08/2019,44.85
"SC12",23/08/2019,23.71
"SC12",24/08/2019,8.97
"SC12",25/08/2019,10.89
"SC12",26/08/2019,12.2
"SC12",27/08/2019,10.28
"SC12",28/08/2019,10.25
"SC12",29/08/2019,35.47
"SC12",30/08/2019,34.51
"SC12",31/08/2019,9.93
"SC12",01/09/2019,17.3
"SC12",02/09/2019,72.91
"SC12",03/09/2019,66.48
"SC12",04/09/2019,109.8
"SC12",05/09/2019,81.58
"SC12",06/09/2019,71.48
"SC12",07/09/2019,81.78
"SC12",08/09/2019,93.63
"SC12",09/09/2019,73.5
"SC12",10/09/2019,72.72
"SC12",11/09/2019,68.26
"SC12",12/09/2019,93.37
"SC12",13/09/2019,73.09
"SC12",14/09/2019,75.8
"SC12",15/09/2019,119.18
"SC12",16/09/2019,80.17
"SC12",17/09/2019,76.5
"SC12",18/09/2019,79.21
"SC12",19/09/2019,67.94
"SC12",20/09/2019,0.32
"SC12",21/09/2019,0.32
"SC12",22/09/2019,0.97
"SC12",23/09/2019,97.8
"SC12",24/09/2019,53.58
"SC12",25/09/2019,82.75
"SC12",26/09/2019,63.11
"SC12",27/09/2019,111.13
"SC12",28/09/2019,107.96
"SC12",29/09/2019,79.97
"SC12",30/09/2019,140.96
"SC12",01/10/2019,148.97
"SC12",02/10/2019,178.25
"SC12",03/10/2019,179.54
"SC12",04/10/2019,128.79
"SC12",05/10/2019,157.13
"SC12",06/10/2019,139.1
"SC12",07/10/2019,137.49
"SC12",08/10/2019,118.17
"SC12",09/10/2019,190.46
"SC12",10/10/2019,142.64
"SC12",11/10/2019,141.35
"SC12",12/10/2019,167.43
"SC12",13/10/2019,0.32
"SC12",14/10/2019,0
"SC12",15/10/2019,0
"SC12",16/10/2019,0.32
"SC12",17/10/2019,0.32
"SC12",18/10/2019,0.32
"SC12",19/10/2019,0.32
"SC12",20/10/2019,213.36
"SC12",21/10/2019,294.38
"SC12",22/10/2019,262.75
"SC12",23/10/2019,190.77
"SC12",24/10/2019,220.56
"SC12",25/10/2019,268.53
"SC12",26/10/2019,274.65
"SC12",27/10/2019,270.14
"SC12",28/10/2019,292.68
"SC12",29/10/2019,302.98
"SC12",30/10/2019,379.31
"SC12",31/10/2019,263.7
"SC12",01/11/2019,222.49
"SC12",02/11/2019,231.44
"SC12",03/11/2019,161.31
"SC12",04/11/2019,236.33
"SC12",05/11/2019,222.57
"SC12",06/11/2019,236.71
"SC12",07/11/2019,302.23
"SC12",08/11/2019,293.87
"SC12",09/11/2019,296.77
"SC12",10/11/2019,294.61
"SC12",11/11/2019,291.07
"SC12",12/11/2019,276.9
"SC12",13/11/2019,292.36
"SC12",14/11/2019,307.94
"SC12",15/11/2019,283.73
"SC12",16/11/2019,319.88
"SC12",17/11/2019,298.48
"SC12",18/11/2019,331.82
"SC12",19/11/2019,417.21
"SC12",20/11/2019,329.02
"SC12",21/11/2019,289.29
"SC12",22/11/2019,305.82
"SC12",23/11/2019,278.78
"SC12",24/11/2019,203.49
"SC12",25/11/2019,258.23
"SC12",26/11/2019,252.42
"SC12",27/11/2019,277.59
"SC12",28/11/2019,262.74
"SC12",29/11/2019,306.2
"SC12",30/11/2019,313.1
"SC12",01/12/2019,332.33
"SC12",02/12/2019,310.65
"SC12",03/12/2019,284.11
"SC12",04/12/2019,382.82
"SC12",05/12/2019,263.7
"SC12",06/12/2019,227.39
"SC12",07/12/2019,252.76
"SC12",08/12/2019,266.58
"SC12",09/12/2019,287.13
"SC12",10/12/2019,295.8
"SC12",11/12/2019,313.29
"SC12",12/12/2019,339.37
"SC12",13/12/2019,326.66
"SC12",14/12/2019,457.39
"SC12",15/12/2019,308.58
"SC12",16/12/2019,339.04
"SC12",17/12/2019,319.08
"SC12",18/12/2019,344.73
"SC12",19/12/2019,404.41
"SC12",20/12/2019,264.99
"SC12",21/12/2019,309.1
"SC12",22/12/2019,314.25
"SC12",23/12/2019,318.28
"SC12",24/12/2019,276.53
"SC12",25/12/2019,309.74
"SC12",26/12/2019,318.12
"SC12",27/12/2019,295.9
"SC12",28/12/2019,277.55
"SC12",29/12/2019,260.16
"SC12",30/12/2019,207.48
"SC12",31/12/2019,326.46
"SC12",01/01/2020,286.41
"SC12",02/01/2020,283.45
"SC12",03/01/2020,274.08
"SC12",04/01/2020,306.65
"SC12",05/01/2020,241.24
"SC12",06/01/2020,271.63
"SC12",07/01/2020,272.91
"SC12",08/01/2020,269.07
"SC12",09/01/2020,298.15
"SC12",10/01/2020,317.8
"SC12",11/01/2020,291.76
"SC12",12/01/2020,279.42
"SC12",13/01/2020,321.98
"SC12",14/01/2020,329.39
"SC12",15/01/2020,321.66
"SC12",16/01/2020,305.35
"SC12",17/01/2020,265.65
"SC12",18/01/2020,318.61
"SC12",19/01/2020,318.45
"SC12",20/01/2020,315.56
"SC12",21/01/2020,358.23
"SC12",22/01/2020,239.35
"SC12",23/01/2020,235.88
"SC12",24/01/2020,248
"SC12",25/01/2020,162.89
"SC12",26/01/2020,297.2
"SC12",27/01/2020,316.53
"SC12",28/01/2020,320.05
"SC12",29/01/2020,305.63
"SC12",30/01/2020,294.1
"SC12",31/01/2020,275.57
"SC12",01/02/2020,271.07
"SC12",02/02/2020,280.64
"SC12",03/02/2020,294.1
"SC12",04/02/2020,288.97
"SC12",05/02/2020,287.05
"SC12",06/02/2020,361.11
"SC12",07/02/2020,279.36
"SC12",08/02/2020,290.8
"SC12",09/02/2020,289.12
"SC12",10/02/2020,334.58
"SC12",11/02/2020,345.22
"SC12",12/02/2020,345.62
"SC12",13/02/2020,328.57
"SC12",14/02/2020,412.2
"SC12",15/02/2020,286.07
"SC12",16/02/2020,280.36
"SC12",17/02/2020,266.63
"SC12",18/02/2020,279.97
"SC12",19/02/2020,276.17
"SC12",20/02/2020,266.63
"SC12",21/02/2020,277.04
"SC12",22/02/2020,275.15
"SC12",23/02/2020,263.83
"SC12",24/02/2020,284.17
"SC12",25/02/2020,281.47
"SC12",26/02/2020,373.27
"SC12",27/02/2020,283.7
"SC12",28/02/2020,275.78
"SC12",29/02/2020,286.96
"SC12",01/03/2020,284.05
"SC12",02/03/2020,276.58
"SC12",03/03/2020,267.57
"SC12",04/03/2020,359.58
"SC12",05/03/2020,281.47
"SC12",06/03/2020,262.42
"SC12",07/03/2020,265.01
"SC12",08/03/2020,252.42
"SC12",09/03/2020,250.5
"SC12",10/03/2020,248.57
"SC12",11/03/2020,263
"SC12",12/03/2020,277.99
"SC12",13/03/2020,268.26
"SC12",14/03/2020,256.22
"SC12",15/03/2020,257.45
"SC12",16/03/2020,256.79
"SC12",17/03/2020,258.08
"SC12",18/03/2020,239.21
"SC12",19/03/2020,236.08
"SC12",20/03/2020,329.21
"SC12",21/03/2020,262.57
"SC12",22/03/2020,217.65
"SC12",23/03/2020,236.94
"SC12",24/03/2020,230.34
"SC12",25/03/2020,212.36
"SC12",26/03/2020,211.73
"SC12",27/03/2020,185.69
"SC12",28/03/2020,225.3
"SC12",29/03/2020,228.18
"SC12",30/03/2020,208.57
"SC12",31/03/2020,163.77
"SC13",01/04/2019,235.08
"SC13",02/04/2019,240.47
"SC13",03/04/2019,283.17
"SC13",04/04/2019,246.74
"SC13",05/04/2019,242.99
"SC13",06/04/2019,236.41
"SC13",07/04/2019,268.28
"SC13",08/04/2019,229.24
"SC13",09/04/2019,228.27
"SC13",10/04/2019,228.58
"SC13",11/04/2019,228.23
"SC13",12/04/2019,226.7
"SC13",13/04/2019,235.78
"SC13",14/04/2019,274.92
"SC13",15/04/2019,243.3
"SC13",16/04/2019,239.24
"SC13",17/04/2019,217.69
"SC13",18/04/2019,165.02
"SC13",19/04/2019,129.32
"SC13",20/04/2019,119.3
"SC13",21/04/2019,107.09
"SC13",22/04/2019,83.51
"SC13",23/04/2019,132.79
"SC13",24/04/2019,172.35
"SC13",25/04/2019,161.26
"SC13",26/04/2019,189.44
"SC13",27/04/2019,216.61
"SC13",28/04/2019,193.69
"SC13",29/04/2019,134.68
"SC13",30/04/2019,162.93
"SC13",01/05/2019,144.41
"SC13",02/05/2019,212.53
"SC13",03/05/2019,214.73
"SC13",04/05/2019,219.12
"SC13",05/05/2019,214.18
"SC13",06/05/2019,214.8
"SC13",07/05/2019,225.76
"SC13",08/05/2019,266.78
"SC13",09/05/2019,232.65
"SC13",10/05/2019,217.31
"SC13",11/05/2019,203.22
"SC13",12/05/2019,182.87
"SC13",13/05/2019,146.54
"SC13",14/05/2019,118.99
"SC13",15/05/2019,71.83
"SC13",16/05/2019,66.84
"SC13",17/05/2019,93.38
"SC13",18/05/2019,134.92
"SC13",19/05/2019,152.41
"SC13",20/05/2019,121.18
"SC13",21/05/2019,134.02
"SC13",22/05/2019,140.95
"SC13",23/05/2019,185.84
"SC13",24/05/2019,159.62
"SC13",25/05/2019,192.7
"SC13",26/05/2019,184.1
"SC13",27/05/2019,158.75
"SC13",28/05/2019,123.05
"SC13",29/05/2019,184.11
"SC13",30/05/2019,142.73
"SC13",31/05/2019,137.11
"SC13",01/06/2019,112.12
"SC13",02/06/2019,125.25
"SC13",03/06/2019,137.61
"SC13",04/06/2019,141.22
"SC13",05/06/2019,143.72
"SC13",06/06/2019,145.41
"SC13",07/06/2019,88.89
"SC13",08/06/2019,123.68
"SC13",09/06/2019,106.56
"SC13",10/06/2019,110.89
"SC13",11/06/2019,124.63
"SC13",12/06/2019,123.68
"SC13",13/06/2019,186.17
"SC13",14/06/2019,128.75
"SC13",15/06/2019,175.62
"SC13",16/06/2019,130.57
"SC13",17/06/2019,145.29
"SC13",18/06/2019,113.35
"SC13",19/06/2019,104.81
"SC13",20/06/2019,148.49
"SC13",21/06/2019,110.5
"SC13",22/06/2019,105.48
"SC13",23/06/2019,49.79
"SC13",24/06/2019,56.84
"SC13",25/06/2019,84.64
"SC13",26/06/2019,82.03
"SC13",27/06/2019,39.56
"SC13",28/06/2019,35.92
"SC13",29/06/2019,33.42
"SC13",30/06/2019,64.5
"SC13",01/07/2019,106.07
"SC13",02/07/2019,56.22
"SC13",03/07/2019,70.4
"SC13",04/07/2019,70.71
"SC13",05/07/2019,123.05
"SC13",06/07/2019,101.4
"SC13",07/07/2019,68.26
"SC13",08/07/2019,110.25
"SC13",09/07/2019,123.68
"SC13",10/07/2019,67.15
"SC13",11/07/2019,72.4
"SC13",12/07/2019,97.5
"SC13",13/07/2019,55.91
"SC13",14/07/2019,71.83
"SC13",15/07/2019,56.53
"SC13",16/07/2019,50.78
"SC13",17/07/2019,67.46
"SC13",18/07/2019,105.6
"SC13",19/07/2019,87.22
"SC13",20/07/2019,105.52
"SC13",21/07/2019,52.74
"SC13",22/07/2019,54.03
"SC13",23/07/2019,40.71
"SC13",24/07/2019,38.83
"SC13",25/07/2019,37.58
"SC13",26/07/2019,31.54
"SC13",27/07/2019,53.86
"SC13",28/07/2019,62.78
"SC13",29/07/2019,58.08
"SC13",30/07/2019,77.03
"SC13",31/07/2019,62.78
"SC13",01/08/2019,51.71
"SC13",02/08/2019,42.57
"SC13",03/08/2019,42.77
"SC13",04/08/2019,46.8
"SC13",05/08/2019,57.01
